word_count,sentence_count,polysyll_count,ave_word_length,ave_phrase_count,ave_syllable_count_of_word,word_count_per_sentence,consonant_cluster,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvcc_density,ccvccc_density,count_oov_words,count_stopwords,readability_score,ttr,root_ttr,corr_ttr,log_ttr,noun_tr,verb_tr,lexical_density,foreign_tr,compound_tr,prefix_token_ratio,prefix_derived_ratio,suffix_token_ratio,suffix_derived_ratio,total_affix_token_ratio,total_affix_derived_ratio,actor_focus_ratio,object_focus_ratio,benefactive_focus_ratio,locative_focus_ratio,instrumental_focus_ratio,referential_focus_ratio,infinitive_verb_ratio,participle_verb_ratio,perfective_verb_ratio,imperfective_verb_ratio,contemplative_verb_ratio,recent_past_verb_ratio,aux_verb_ratio
99,7,5,5.02020202020202,1.4285714285714286,2.1616161616161618,14.142857142857142,0.4646464646464646,2.1616161616161618,1.8383838383838385,1.5757575757575757,0.8686868686868687,0.3939393939393939,0.2626262626262626,0.0404040404040404,0.0,3,49,10.293,0.2828282828282828,2.814105882725794,1.989873352652364,0.7251616103283148,0.2525252525252525,0.0808080808080808,0.4242424242424242,0.0606060606060606,0.0808080808080808,0.0,0.0,0.0,0.0,0.0,0.0,0.0101010101010101,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0505050505050505,0.0404040404040404,0.0101010101010101,0.0,0.0,0.0101010101010101
204,10,11,5.034313725490196,2.2,2.07843137254902,20.4,0.5490196078431373,2.07843137254902,1.7598039215686274,1.5441176470588236,0.8676470588235294,0.4607843137254901,0.2990196078431372,0.0735294117647058,0.0,10,91,23.175,0.1323529411764706,1.890378113437813,1.3366991830185104,0.6197372134926059,0.3725490196078431,0.0686274509803921,0.4803921568627451,0.0294117647058823,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0098039215686274,0.0196078431372549,0.0245098039215686,0.0245098039215686,0.0,0.0,0.0,0.0
116,6,2,5.198275862068965,1.3333333333333333,2.0689655172413794,19.33333333333333,0.75,2.0689655172413794,1.706896551724138,1.3793103448275863,0.7844827586206896,0.603448275862069,0.3793103448275862,0.0862068965517241,0.0086206896551724,21,44,13.548333333333334,0.2413793103448276,2.599734734478726,1.838290060036116,0.7009869122520334,0.293103448275862,0.0689655172413793,0.4827586206896552,0.1637931034482758,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0172413793103448,0.043103448275862,0.043103448275862,0.0,0.0,0.0,0.0
23,1,1,5.565217391304348,0.0,2.1739130434782608,23.0,0.6956521739130435,2.1739130434782608,1.9565217391304348,1.826086956521739,1.1304347826086956,0.6521739130434783,0.4782608695652174,0.1304347826086956,0.0,1,7,4.7170000000000005,0.5652173913043478,2.710687382741972,1.9167454300136628,0.818036705164662,0.391304347826087,0.1739130434782608,0.5652173913043478,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0,0.0
236,14,10,4.889830508474576,1.7857142857142858,1.9067796610169487,16.857142857142858,0.6398305084745762,1.9067796610169487,1.6610169491525424,1.4406779661016949,0.9194915254237288,0.5127118644067796,0.3686440677966102,0.1016949152542373,0.0042372881355932,22,102,25.575,0.1440677966101695,2.213211486674006,1.5649768504271495,0.6454006364860333,0.2838983050847458,0.0805084745762711,0.4788135593220339,0.1483050847457627,0.0677966101694915,0.0,0.0,0.0,0.0,0.0,0.0,0.0042372881355932,0.0211864406779661,0.0,0.0,0.0,0.0,0.0127118644067796,0.0423728813559322,0.0211864406779661,0.0169491525423728,0.0042372881355932,0.0,0.0
38,3,1,5.105263157894737,1.6666666666666667,1.947368421052632,12.666666666666666,0.7368421052631579,1.947368421052632,1.631578947368421,1.5,0.9473684210526316,0.5789473684210527,0.3684210526315789,0.1052631578947368,0.0263157894736842,2,21,3.413666666666667,0.5526315789473685,3.4066498437460138,2.408865205640898,0.836962288737218,0.2631578947368421,0.131578947368421,0.4736842105263157,0.1052631578947368,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263157894736842,0.0,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0
269,13,8,4.587360594795539,1.5,1.7992565055762082,20.692307692307693,0.6356877323420075,1.7992565055762082,1.4572490706319703,1.3345724907063197,0.8215613382899628,0.5055762081784386,0.3234200743494423,0.0966542750929368,0.0111524163568773,9,145,30.146846153846155,0.1263940520446096,2.073016586888954,1.4658440861013713,0.6303024920057848,0.1858736059479553,0.0446096654275092,0.3568773234200743,0.3159851301115242,0.0780669144981412,0.0,0.0,0.0074349442379182,1.0,0.0074349442379182,1.0,0.0037174721189591,0.0037174721189591,0.0,0.0,0.0,0.0,0.0,0.0297397769516728,0.0260223048327137,0.0037174721189591,0.0,0.0,0.0074349442379182
68,5,5,4.970588235294118,1.6,2.073529411764706,13.6,0.6470588235294118,2.073529411764706,1.5735294117647058,1.4411764705882353,0.7941176470588235,0.5,0.2941176470588235,0.0588235294117647,0.0,9,31,6.855,0.3088235294117647,2.546624062881496,1.8007351439963426,0.7215349871238962,0.25,0.0588235294117647,0.4264705882352941,0.3382352941176471,0.0147058823529411,0.0,0.0,0.0147058823529411,1.0,0.0147058823529411,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147058823529411,0.0294117647058823,0.0,0.0294117647058823,0.0,0.0,0.0147058823529411
143,5,5,5.006993006993007,2.2,2.020979020979021,28.6,0.5594405594405595,2.020979020979021,1.7202797202797202,1.5944055944055944,0.9090909090909092,0.4335664335664335,0.3216783216783216,0.0489510489510489,0.0,18,59,19.005000000000003,0.1958041958041958,2.341477628019854,1.6556747087694312,0.6714303506214528,0.2587412587412587,0.0909090909090909,0.4475524475524475,0.0909090909090909,0.1048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,0.0139860139860139,0.0069930069930069,0.0,0.0,0.0,0.0,0.0139860139860139,0.0489510489510489,0.0419580419580419,0.0069930069930069,0.0,0.0,0.0069930069930069
42,1,5,5.880952380952381,6.0,2.380952380952381,42.0,0.7857142857142857,2.380952380952381,1.9761904761904765,1.8333333333333333,1.0,0.5952380952380952,0.4523809523809524,0.0952380952380952,0.0476190476190476,6,14,12.051000000000004,0.3809523809523809,2.4688535993934706,1.7457431218879391,0.7417960936614756,0.4285714285714285,0.0952380952380952,0.5238095238095238,0.0476190476190476,0.119047619047619,0.0,0.0,0.0238095238095238,1.0,0.0238095238095238,1.0,0.0,0.0238095238095238,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0476190476190476,0.0,0.0238095238095238,0.0,0.0
214,12,11,5.177570093457944,1.75,1.9906542056074767,17.833333333333332,0.6495327102803738,1.9906542056074767,1.7429906542056075,1.616822429906542,0.9579439252336448,0.4439252336448598,0.3271028037383177,0.0654205607476635,0.0233644859813084,8,80,23.516333333333336,0.1308411214953271,1.9140405956690567,1.353431084663929,0.6209875893680517,0.4672897196261682,0.0514018691588785,0.5747663551401869,0.0654205607476635,0.0373831775700934,0.0,0.0,0.0093457943925233,1.0,0.0093457943925233,1.0,0.0,0.0046728971962616,0.0,0.0,0.0,0.0,0.0093457943925233,0.0327102803738317,0.014018691588785,0.0,0.0186915887850467,0.0,0.0
245,11,12,5.036734693877551,1.7272727272727273,2.0040816326530613,22.27272727272728,0.6040816326530613,2.0040816326530613,1.726530612244898,1.5346938775510204,0.9102040816326532,0.4857142857142857,0.3387755102040816,0.0693877551020408,0.0122448979591836,18,103,28.045363636363632,0.1346938775510204,2.108292664499801,1.4907880397936646,0.6355832479857841,0.2693877551020408,0.0979591836734693,0.4408163265306122,0.1061224489795918,0.0530612244897959,0.0,0.0,0.0081632653061224,1.0,0.0081632653061224,1.0,0.0081632653061224,0.0285714285714285,0.0,0.0,0.0,0.0,0.0122448979591836,0.0489795918367346,0.0285714285714285,0.0,0.0204081632653061,0.0,0.0
22,1,0,5.5,7.0,2.272727272727273,22.0,0.7272727272727273,2.272727272727273,1.9090909090909087,1.681818181818182,1.0454545454545454,0.5909090909090909,0.5,0.0,0.0,10,5,4.331000000000001,0.5,2.345207879911715,1.6583123951777,0.7757561757824246,0.5909090909090909,0.0454545454545454,0.6363636363636364,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,0.0
27,1,2,5.888888888888889,2.0,2.0,27.0,1.0740740740740742,2.0,1.7407407407407407,1.6666666666666667,1.037037037037037,0.8148148148148148,0.5925925925925926,0.1481481481481481,0.037037037037037,4,12,6.261000000000001,0.4444444444444444,2.309401076758503,1.632993161855452,0.7539531690476383,0.3703703703703703,0.037037037037037,0.4074074074074074,0.1481481481481481,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.037037037037037,0.0,0.0,0.0,0.0
104,4,0,4.490384615384615,1.75,1.8942307692307687,26.0,0.4807692307692308,1.8942307692307687,1.6057692307692308,1.2980769230769231,0.8076923076923077,0.3653846153846153,0.2596153846153846,0.0384615384615384,0.0,4,47,14.143000000000002,0.2403846153846154,2.4514516892273006,1.733438113203841,0.6930673784291688,0.375,0.048076923076923,0.4903846153846153,0.125,0.0096153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0096153846153846,0.0288461538461538,0.0,0.0,0.0,0.0,0.0,0.0096153846153846,0.0096153846153846,0.0,0.0,0.0,0.0
77,5,3,4.922077922077922,1.3333333333333333,1.9610389610389607,15.4,0.5584415584415584,1.9610389610389607,1.7142857142857142,1.5064935064935066,0.922077922077922,0.4285714285714285,0.3246753246753247,0.0779220779220779,0.0259740259740259,5,34,8.313,0.3116883116883117,2.7350538350313105,1.933975113660913,0.7316289570336547,0.3376623376623376,0.0909090909090909,0.5194805194805194,0.0649350649350649,0.0389610389610389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0519480519480519,0.0259740259740259,0.0129870129870129,0.0,0.0
46,3,1,5.065217391304348,1.5,2.130434782608696,15.333333333333334,0.5652173913043478,2.130434782608696,1.826086956521739,1.5217391304347827,0.8695652173913043,0.4782608695652174,0.3260869565217391,0.0652173913043478,0.0,6,18,5.008333333333335,0.4347826086956521,2.9488391230979425,2.085144140570748,0.7824530853950201,0.3695652173913043,0.0652173913043478,0.6086956521739131,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0217391304347826,1.0,0.0217391304347826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217391304347826,0.0,0.0,0.0,0.0,0.0,0.0434782608695652
41,2,1,5.195121951219512,0.0,1.975609756097561,20.5,0.5853658536585366,1.975609756097561,1.829268292682927,1.5853658536585369,1.048780487804878,0.4390243902439024,0.3658536585365853,0.048780487804878,0.0,4,19,5.925000000000001,0.5121951219512195,3.2796489996607274,2.3190620475717774,0.8198366378884772,0.2926829268292683,0.1219512195121951,0.5609756097560976,0.024390243902439,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.048780487804878,0.024390243902439,0.024390243902439,0.0,0.0,0.0,0.0
251,8,9,5.00796812749004,2.875,2.095617529880478,31.375,0.5537848605577689,2.095617529880478,1.7211155378486056,1.50199203187251,0.852589641434263,0.446215139442231,0.3147410358565737,0.0597609561752988,0.0079681274900398,23,85,31.23,0.1314741035856573,2.0829415302227505,1.4728620808355908,0.632800170408453,0.3665338645418327,0.0557768924302788,0.5258964143426295,0.1075697211155378,0.0717131474103585,0.0,0.0,0.0119521912350597,1.0,0.0119521912350597,1.0,0.0039840637450199,0.0079681274900398,0.0,0.0,0.0,0.0,0.0159362549800796,0.0199203187250996,0.0079681274900398,0.0119521912350597,0.0,0.0,0.0039840637450199
30,1,1,5.266666666666667,0.0,2.0,30.0,0.8333333333333334,2.0,1.6666666666666667,1.6,0.9333333333333332,0.6333333333333333,0.4333333333333333,0.1333333333333333,0.0333333333333333,3,12,7.419,0.4666666666666667,2.556038601690775,1.807392228230128,0.775920075631,0.3666666666666666,0.1,0.5333333333333333,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0
41,2,4,5.390243902439025,2.0,2.3902439024390243,20.5,0.5121951219512195,2.3902439024390243,2.024390243902439,1.5853658536585369,0.975609756097561,0.4634146341463415,0.3414634146341463,0.048780487804878,0.024390243902439,5,13,5.925000000000001,0.4146341463414634,2.654953952106303,1.877335943272391,0.7629347951689582,0.3902439024390244,0.024390243902439,0.5121951219512195,0.1707317073170731,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.024390243902439,0.0,0.0,0.0
89,11,0,4.415730337078652,1.7272727272727273,1.7865168539325842,8.090909090909092,0.5168539325842697,1.7865168539325842,1.3820224719101124,1.1797752808988764,0.6179775280898876,0.3932584269662921,0.2359550561797752,0.0674157303370786,0.0337078651685393,27,48,7.538454545454545,0.2808988764044944,2.6499947000159003,1.8738292224896536,0.7171166384904304,0.2022471910112359,0.0786516853932584,0.3820224719101123,0.2584269662921348,0.0337078651685393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112359550561797,0.0337078651685393,0.0337078651685393,0.0,0.0,0.0,0.0
60,2,1,5.083333333333333,3.5,2.033333333333333,30.0,0.65,2.033333333333333,1.6666666666666667,1.5333333333333334,0.8666666666666667,0.5333333333333333,0.3333333333333333,0.1,0.0166666666666666,6,21,10.599,0.35,2.711088342345192,1.9170289512680807,0.7435921406846829,0.3833333333333333,0.05,0.55,0.0666666666666666,0.1166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166666666666666,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0
42,1,2,4.833333333333333,2.0,2.0,42.0,0.5238095238095238,2.0,1.6428571428571428,1.3095238095238095,0.6666666666666666,0.4047619047619047,0.2619047619047619,0.0238095238095238,0.0,7,15,12.051000000000004,0.4523809523809524,2.931763649279746,2.073069957241928,0.7877740089073891,0.2619047619047619,0.0952380952380952,0.4047619047619047,0.0952380952380952,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0952380952380952,0.0,0.0,0.0,0.0
34,1,1,4.5588235294117645,2.0,1.8235294117647056,34.0,0.5882352941176471,1.8235294117647056,1.4411764705882353,1.3235294117647058,0.7941176470588235,0.4705882352941176,0.2941176470588235,0.0588235294117647,0.0,1,19,8.963000000000003,0.5,2.91547594742265,2.0615528128088303,0.8034383677671774,0.2058823529411764,0.0294117647058823,0.4705882352941176,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0294117647058823,0.0,0.0,0.0
283,13,10,4.80565371024735,2.076923076923077,1.946996466431096,21.76923076923077,0.6537102473498233,1.9469964664310957,1.6219081272084803,1.3286219081272084,0.7985865724381626,0.4628975265017668,0.3144876325088339,0.0848056537102473,0.0035335689045936,30,139,31.932384615384613,0.1166077738515901,1.9616463843166208,1.387093460640355,0.6193500045011744,0.2120141342756183,0.07773851590106,0.3604240282685512,0.3215547703180212,0.0671378091872791,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335689045936,0.0035335689045936,0.0,0.0,0.0,0.0,0.0070671378091872,0.0494699646643109,0.0176678445229682,0.0070671378091872,0.0247349823321554,0.0,0.0106007067137809
66,3,2,5.2727272727272725,3.0,2.0454545454545454,22.0,0.7575757575757576,2.0454545454545454,1.621212121212121,1.5454545454545454,0.8636363636363636,0.5303030303030303,0.3484848484848485,0.0757575757575757,0.0454545454545454,9,24,8.995,0.303030303030303,2.4618298195866544,1.7407765595569784,0.7150308218726955,0.3181818181818182,0.0757575757575757,0.5,0.303030303030303,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0606060606060606,0.0303030303030303,0.0303030303030303,0.0,0.0,0.0
91,2,6,5.395604395604396,3.5,2.10989010989011,45.5,0.7692307692307693,2.10989010989011,1.78021978021978,1.5494505494505495,0.934065934065934,0.5384615384615384,0.3736263736263736,0.1208791208791208,0.0219780219780219,7,35,18.225,0.2307692307692307,2.2013981571160284,1.5566235649883124,0.6749317803680194,0.4285714285714285,0.0549450549450549,0.5384615384615384,0.0879120879120879,0.0219780219780219,0.0,0.0,0.0,0.0,0.0,0.0,0.0109890109890109,0.0219780219780219,0.0,0.0,0.0,0.0,0.0109890109890109,0.0109890109890109,0.0109890109890109,0.0,0.0,0.0,0.0
302,15,13,5.513245033112582,3.0,2.195364238410596,20.133333333333333,0.7781456953642384,2.195364238410596,1.7417218543046358,1.6423841059602649,0.913907284768212,0.5728476821192053,0.3841059602649007,0.0993377483443708,0.0198675496688741,45,78,33.48833333333333,0.0960264900662251,1.6687624791804645,1.1799932652181813,0.5896749612140999,0.4205298013245033,0.0364238410596026,0.5,0.2218543046357615,0.0463576158940397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066225165562913,0.0,0.0,0.0,0.0,0.0,0.0264900662251655,0.0198675496688741,0.0033112582781456,0.0033112582781456,0.0,0.0033112582781456
25,1,2,5.56,0.0,2.16,25.0,0.92,2.16,1.8,1.6,0.96,0.72,0.48,0.04,0.0,3,11,5.489000000000001,0.48,2.4,1.697056274847714,0.7719796553163857,0.24,0.08,0.48,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0
222,13,9,5.045045045045045,1.5454545454545454,2.027027027027027,17.076923076923077,0.6216216216216216,2.027027027027027,1.7117117117117118,1.545045045045045,0.8873873873873874,0.4324324324324324,0.2837837837837837,0.063063063063063,0.0045045045045045,14,103,24.152538461538462,0.1486486486486486,2.2148149822062804,1.5661106929916235,0.6471805207540964,0.3243243243243243,0.0945945945945946,0.4954954954954955,0.045045045045045,0.072072072072072,0.0,0.0,0.0045045045045045,1.0,0.0045045045045045,1.0,0.0045045045045045,0.027027027027027,0.0,0.0,0.0,0.0,0.009009009009009,0.036036036036036,0.0135135135135135,0.0225225225225225,0.0,0.0,0.0045045045045045
30,1,1,4.933333333333334,0.0,2.033333333333333,30.0,0.6666666666666666,2.033333333333333,1.7666666666666666,1.4,0.8666666666666667,0.5333333333333333,0.4,0.1,0.0,5,15,7.419,0.4333333333333333,2.37346441585572,1.6782927833565473,0.7541312866141433,0.2333333333333333,0.0333333333333333,0.3,0.1333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0
136,7,4,4.316176470588236,1.7142857142857142,1.7647058823529411,19.428571428571427,0.5220588235294118,1.7647058823529411,1.4264705882352942,1.161764705882353,0.7058823529411765,0.3676470588235294,0.2573529411764705,0.0735294117647058,0.0147058823529411,17,65,15.695000000000002,0.1838235294117647,2.1437323142813605,1.515847656477081,0.655221239785079,0.2058823529411764,0.0588235294117647,0.3014705882352941,0.4264705882352941,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0073529411764705,0.0,0.0,0.0,0.0,0.0,0.0073529411764705,0.0220588235294117,0.0147058823529411,0.0,0.0073529411764705,0.0,0.0073529411764705
40,2,2,4.5,2.5,1.9,20.0,0.475,1.9,1.525,1.35,0.725,0.375,0.275,0.0,0.0,6,17,5.679,0.525,3.320391543176798,2.347871376374779,0.8253244584417339,0.425,0.1,0.575,0.025,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.075,0.05,0.0,0.025,0.0,0.0
152,13,8,4.730263157894737,1.1538461538461535,1.894736842105263,11.692307692307692,0.5131578947368421,1.894736842105263,1.7039473684210529,1.375,0.8947368421052632,0.4013157894736842,0.3092105263157895,0.0855263157894736,0.0197368421052631,10,66,15.224846153846151,0.2171052631578947,2.676653448657582,1.8926798044321345,0.6959774514855482,0.2828947368421052,0.0789473684210526,0.4934210526315789,0.0394736842105263,0.0986842105263157,0.0,0.0,0.006578947368421,1.0,0.006578947368421,1.0,0.0,0.006578947368421,0.0,0.0,0.0,0.006578947368421,0.0131578947368421,0.0394736842105263,0.0131578947368421,0.0197368421052631,0.006578947368421,0.0,0.0
85,5,4,5.023529411764706,1.4,2.0352941176470587,17.0,0.5647058823529412,2.0352941176470587,1.7176470588235293,1.4941176470588236,0.8117647058823529,0.4352941176470588,0.2705882352941176,0.0470588235294117,0.0,8,38,9.609,0.3058823529411765,2.8200959516425304,1.994108971003163,0.7333676108971404,0.3764705882352941,0.0705882352941176,0.5529411764705883,0.0235294117647058,0.0705882352941176,0.0,0.0,0.0235294117647058,1.0,0.0235294117647058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117647058823529,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0
486,26,12,4.61522633744856,1.8888888888888888,1.7983539094650205,18.692307692307693,0.6049382716049383,1.7983539094650205,1.4341563786008231,1.376543209876543,0.7921810699588477,0.4567901234567901,0.2839506172839506,0.0576131687242798,0.0,57,226,52.58884615384615,0.0802469135802469,1.7690759253434063,1.2509255832441892,0.5922143705233979,0.2551440329218107,0.0720164609053498,0.4032921810699588,0.2962962962962963,0.0349794238683127,0.0,0.0,0.0041152263374485,1.0,0.0041152263374485,1.0,0.0144032921810699,0.0020576131687242,0.0,0.0,0.0,0.0,0.0061728395061728,0.0432098765432098,0.0390946502057613,0.0041152263374485,0.0,0.0,0.0
60,5,1,4.8,1.6,1.933333333333333,12.0,0.6666666666666666,1.9333333333333331,1.6,1.3666666666666667,0.8333333333333334,0.55,0.3333333333333333,0.0666666666666666,0.0333333333333333,11,20,5.558999999999999,0.35,2.711088342345192,1.9170289512680807,0.7435921406846829,0.4333333333333333,0.1,0.6166666666666667,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0666666666666666,0.05,0.0,0.0166666666666666,0.0,0.0
446,17,21,4.952914798206278,2.294117647058824,2.006726457399103,26.23529411764705,0.6031390134529148,2.006726457399103,1.6771300448430493,1.5,0.8542600896860987,0.4820627802690583,0.3318385650224215,0.0515695067264574,0.0112107623318385,85,190,50.46088235294117,0.085201793721973,1.799352150479438,1.2723341073466077,0.596294421379694,0.2937219730941704,0.085201793721973,0.4798206278026906,0.1591928251121076,0.0493273542600896,0.0,0.0,0.0,0.0,0.0,0.0,0.0044843049327354,0.0201793721973094,0.0,0.0,0.0,0.0,0.0224215246636771,0.0291479820627802,0.0089686098654708,0.0044843049327354,0.0156950672645739,0.0,0.0044843049327354
29,1,1,5.551724137931035,0.0,2.2413793103448274,29.0,0.8275862068965517,2.2413793103448274,1.6551724137931034,1.7586206896551724,0.896551724137931,0.7931034482758621,0.3793103448275862,0.1724137931034483,0.0344827586206896,4,11,7.033000000000001,0.4137931034482758,2.2283440581246223,1.5756771943166703,0.7379531752628881,0.5172413793103449,0.1034482758620689,0.6206896551724138,0.1379310344827586,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0,0.0
53,2,1,4.90566037735849,1.5,1.8867924528301887,26.5,0.6037735849056604,1.8867924528301887,1.6037735849056605,1.6415094339622642,0.8679245283018868,0.5094339622641509,0.3018867924528302,0.0566037735849056,0.0,4,23,8.877,0.3018867924528302,2.197769023179025,1.5540573797716226,0.6983337201921798,0.320754716981132,0.0943396226415094,0.4339622641509434,0.0,0.1698113207547169,0.0,0.0,0.0188679245283018,1.0,0.0188679245283018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377358490566037,0.0566037735849056,0.0566037735849056,0.0,0.0,0.0,0.0
28,1,0,4.857142857142857,0.0,1.9285714285714288,28.0,0.6071428571428571,1.9285714285714288,1.6785714285714286,1.4642857142857142,0.8571428571428571,0.5714285714285714,0.3571428571428571,0.1071428571428571,0.0357142857142857,1,12,6.647,0.4285714285714285,2.2677868380553634,1.6035674514745464,0.7457245322728846,0.3214285714285714,0.1071428571428571,0.5,0.0714285714285714,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071428571428571,0.1071428571428571,0.0,0.0,0.0,0.0
184,17,12,5.190217391304348,1.3846153846153846,2.1684782608695654,10.823529411764708,0.5271739130434783,2.1684782608695654,1.8967391304347827,1.701086956521739,0.9619565217391304,0.4565217391304347,0.3423913043478261,0.0217391304347826,0.0,25,90,18.373588235294115,0.1793478260869565,2.4327922765558028,1.720243915970867,0.6704795080869044,0.2391304347826087,0.125,0.4673913043478261,0.0054347826086956,0.1576086956521739,0.0,0.0,0.0217391304347826,1.0,0.0217391304347826,1.0,0.0217391304347826,0.0163043478260869,0.0054347826086956,0.0,0.0,0.0,0.0108695652173913,0.0597826086956521,0.0434782608695652,0.0163043478260869,0.0,0.0,0.0
141,10,7,5.177304964539007,1.5,2.106382978723404,14.1,0.6099290780141844,2.106382978723404,1.8085106382978724,1.6099290780141844,0.9219858156028368,0.4680851063829787,0.2978723404255319,0.0709219858156028,0.0070921985815602,10,69,14.733,0.2482269503546099,2.9475317237328165,2.084219669613948,0.7184321204191069,0.3191489361702128,0.1063829787234042,0.5035460992907801,0.1134751773049645,0.0709219858156028,0.0,0.0,0.0283687943262411,1.3333333333333333,0.0283687943262411,1.3333333333333333,0.0070921985815602,0.0070921985815602,0.0,0.0,0.0,0.0,0.0283687943262411,0.0354609929078014,0.0212765957446808,0.0141843971631205,0.0,0.0,0.0212765957446808
333,10,8,4.681681681681682,2.5,1.9309309309309308,33.3,0.4924924924924925,1.9309309309309308,1.6036036036036037,1.3963963963963963,0.8108108108108109,0.3813813813813814,0.2882882882882883,0.036036036036036,0.003003003003003,30,151,40.461,0.1351351351351351,2.46598480958036,1.7437145811572892,0.6554010161316027,0.2222222222222222,0.0960960960960961,0.5225225225225225,0.078078078078078,0.051051051051051,0.0,0.0,0.006006006006006,1.0,0.006006006006006,1.0,0.012012012012012,0.012012012012012,0.0,0.0,0.0,0.0,0.0,0.057057057057057,0.03003003003003,0.021021021021021,0.006006006006006,0.0,0.009009009009009
325,11,15,5.018461538461539,2.090909090909091,2.0646153846153847,29.545454545454547,0.6,2.0646153846153847,1.6923076923076923,1.5169230769230768,0.8830769230769231,0.5261538461538462,0.3661538461538461,0.043076923076923,0.0,50,123,38.56172727272727,0.1046153846153846,1.885980667165779,1.3335897189396515,0.6096934837155185,0.3476923076923077,0.0892307692307692,0.5138461538461538,0.0461538461538461,0.0892307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0092307692307692,0.0092307692307692,0.0,0.0,0.0,0.0,0.0092307692307692,0.0584615384615384,0.0492307692307692,0.0092307692307692,0.0,0.0,0.0
