label,article
1,"Arestado sa Tondo, Maynila ang isang 50-anyos na lalaki matapos siyang ireklamo ng panghahalay umano sa isang menor de edad.Nahuli ng Baseco Police ang suspek nang pinuntahan nila kasama ng umano'y biktima ang isang bahay sa Barangay 118 nitong Huwebes, ayon sa ulat ni Nico Waje sa Unang Balita nitong Lunes.""Since ho noong 7:30 ng umaga, hanggang doon sa 5:30 ng hapon, maraming beses po siyang hinalay, according sa revelation ng bata,"" ani Baseco Police station commander Police Lieutenant Colonel Emmanuel Gomez.Ayon sa Baseco Police, ibinugaw daw sa suspek ang biktima sa halagang P200.Nakapagsumbong ang biktima kaya nakalapit sila sa pulis.""In her revelations, kapag siya ay tumututol o pumapalag, pinapalo siya ng cellphone,"" ani Gomez.Nakumpirma naman ng medico-legal report ang sinasabing panghahalay, ayon sa Baseco Police.Giit naman ng suspek, hindi totoo ang mga paratang. Sa katunayan daw ay ka-live-in niya ang biktima ng mahigit dalawang buwan na.Mahaharap sa kasong statutory rape ang suspek.Inaalam naman ng pulisya kung sino ang sinasabing nagbugaw sa bata. —KG, GMA Integrated News"
1,"Iginiit ni Pangulong Ferdinand ''Bongbong'' Marcos Jr. nitong Linggo na hindi nagtatago bilang bagong partisan coalition ang inilunsad na Bagong Pilipinas.Sa kaniyang talumpati sa Bagong Pilipinas kick-off rally sa Quirino Grandstand sa Maynila, tiniyak niya na walang nakatagong agenda o lihim na plano sa likod ng BP.“Bagong Pilipinas is not a new partisan coalition in disguise. It is a set of ideals that all us Filipinos, regardless of political creed or religion or wealth, can coalesce around,” anang pangulo.“Bagong Pilipinas serves no narrow political interest. It serves the people,” dagdag niya.Hindi rin umano ""Trojan Horse"" ang Bagong Pilipinas gaya ng iniisip ng iba.“To those whose overheated imagination has been poisoned by toxic politics, Bagong Pilipinas is no Trojan Horse. It is a program, many workhorses driven by the love of country,” sabi pa ni Marcos.“The sweeping vision that it brings presents—will not automatically come to fruition. It will require for all of us to work very hard,” patuloy ng pangulo.Kabilang sa mga dumalo sa pagtitipon si Vice President Sara Duterte, na umalis din kinalaunan para dumalo naman sa anti-People's Initiative rally sa Davao City na dinaluhan ng kaniyang ama na si dating pangulong Rodrigo Duterte.Nasa pagtitipon din sina Executive Secretary Lucas Bersamin, Presidential Communication Office Secretary Cheloy Garafil, at iba pang miyembro ng Gabinete.Sinabi rin ni Marcos na hindi niya sasayangin ang tiwala ng mga tao, na mas nais umanong makita ang gawa kaysa sa salita.''Ang layunin ng Bagong Pilipinas ay maglatag ng mga mithiin na dapat nating makamtan para sa kinabukasan ng ating bayan. Tapos na ang patsi-patsi na plano na naiiba-iba na ang nangyayari lang ay nagkakawatak-watak tayo. It is the time for bold thinking, accompanied by the strong will to execute it. As I have said many times, the mandate of the people should be devoted to achieving the grand, not wasted on the petty,'' saad niya sa talumpati.''I will not squander the sovereign people’s trust by marching and grunting loudly but staying only in place, when what they want is to surge forward bereft of drama,'' dagdag niya. ''Government must lead by example, not by empty exhortation but in ways that inspire confidence to our people, so they too, will believe that the greatness they deserve is at hand,'' Marcos said to an estimated .Kailangan umanong maglatag ng programa ang pamahalaan para sa hinaharap, at maipakikita ang pakinabang ng mga mamamayan.''It must craft a blueprint for progress, a plan that inspires hope and promises change, because without one, we will be inflicting the old and outmoded views on our people, denying them the benefits that innovation and that empowerment will bring,'' ayon kay Marcos. —FRJ, GMA Integrated News"
1,"Kasabay ng pagbatikos sa hakbang na People's Initiative para amyendahan ang Saligang Batas, kapuwa may banat sina dating pangulong Rodrigo ""Digong"" Duterte at anak niyang si Davao City Mayor Sebastian ""Baste"" Duterte, laban kay Pangulong Ferdinand ""Bongbong"" Marcos Jr.Sa pagtitipon nitong Linggo sa Davao City para kontrahin ang PI, inakusahan ni Rodrigo si Marcos na isinusulong ang Charter change para magtagal sa kapangyarihan.Giit ng dating lider ng bansa, walang problema sa kasalukuyang Saligang Batas.""Ang batas na binigay ng Constitution sa Congress, sa lawmakers, they can make notes everyday, modify, change it if you want. Every week. OK lang 'yan. Huwag niyo pakialaman ang Constitution kasi yun ang bahay opisyal ng Pilipino...anak ka ng...bakit pumasok sa utak ninyo 'yang people’s initiative? Anong nakain ninyo? There’s nothing wrong with the Constitution right now,"" pahayag niya sa rally, na kasabay naman ng Bagong Pilipinas kickoff rally sa Quirino Grandstand sa Manila, na dinaluhan ni Marcos.Tinawag din niya na ""bangag"" ang pangulo, at nasa listahan umano ng Philippine Drug Enforcement Agency (PDEA) ang pangalan nito.""Nung ako mayor, pinakitaan ako ng evidence ng PDEA. Doon sa listahan, nandoon yung pangalan mo,"" ani Rodrigo. ""Ayaw kong sabihin 'yan kasi magkaibigan tayo. Kung 'di man magkaibigan, magkakilala. Eh ikaw eh, pumapasok kayo nang alanganin. Mr. President, baka susunod ka sa dinaanan ng tatay mo [Marcos Sr]. Diyan ako takot. Ayaw ko mangyari sa iyo 'yan. Ako lang nagmamakaawa kasi it will divide the nation at madugo itong panahong ito.""Napatalsik sa kapangyarihan si Marcos Sr., sa People Power revolution noong 1986 matapos ang mahigit 20 taon sa Palasyo.Ayon pa kay Rodrigo, kasama sa plano ng people's initiative ang ibalik sa parliamentary system ang gobyerno.""Huwag kayo magpaloko. Alam mo, parliament, ang bisyo niyan, karamihan galing kay [First Lady] Liza Marcos, pati kay [Speaker Martin] Romualdez. Si Bongbong, bangag iyan. That’s why sinasabi ko na sa inyo ngayon, si Bongbong Marcos bangag noon, ngayong presidente na, bangag ang ating presidente. Kayong mga military, alam ninyo 'yan. Lalo na 'yung nasa Malacañang. Alam ninyo. The Armed Forces of the Philippines, alam ninyo. May drug addict tayo na presidente, p-ng inang iyan,"" patuloy ng dating pangulo.Nanawagan siya sa militar at pulisya na protektahan ang Konstitusyon.""Kung nakikinig kayo, gusto niyo iwasan ang dugo, kayo lang makakapigil nito. Tigilin niyong kalokohan na 'yan or yung mga rally na ganito will multiply all over the Philippines,"" saad niya.""Alam ninyo kung hindi na talaga ito mapigilan, andiyan ang military at police, makinig kayo… pag-aralan ninyo kung anong pinapakain nila sa taumbayan, at pagka nakita ninyo kung ano ang mali, you correct it. Nasa inyong kamay na 'yan,"" dagdag ni Rodrigo.Inungkat din ni Rodrigo ang kaso niya sa International Criminal Court, at iniugnay kay Marcos.""Ayun ang bakit ako nagkaroon ng kaso ng ICC. Sabi nila pinapagpatay ko daw 'yung mga drug pusher at drug addict. Mabuti na lang wala na ako sa puwesto baka kasali ka pa, Mr. President,"" sabi ng dating pangulo.""Pinilit ninyo kami, kayo yung nag-ano…kayo yung…sa Bisaya, kinikitoy mo ang Pilipino. You are testing the waters...You are pushing to the limits ang pasensya ng Pilipino. Huwag na huwag mong gawin 'yun. Huwag mong gawin 'yan, tayo magkagulo. Pag di namin napilitan kayo sa mga rallies, sa mga boses ang sentimiyento namin…sorry…ang sinasabi ko sa military… naghe-hemmorhage ang bayan. Gastos dito, gastos doon. Tapos kung mag-i-speech, ang pinag-usapan and p-g inang pobreng Pilipino. Ang military, maawa kayo sa bayan. 'Pag 'di namin kaya, gawin na ninyo. Gawin na ninyo, kawawa ang Pilipino,"" giit niya.Marcos, hinamon ni BasteSa hiwalay na talumpati ni Davao City Mayor Sebastian Baste nitong Linggo ng hapon, hinamon niya si Marcos na magbitiw kung wala na itong pagmamahal sa bansa.“Mr. President, if you do not have love or have no aspirations for your country, resign,” ani Baste sa ulat ni Rgil Relator ng GMA Regional TV sa GMA News 24 Oras Weekend.“You are lazy and you lack compassion… All of these things that he is causing in oppressing the people. So there, he is putting politics first, their self-preservation of their political lives. They are not doing their jobs first,” sabi pa niya sa harap ng mga opisyal ng Davao City at mga tagasuporta nila sa leader’s forum na people’s initiative (PI) ang pangunahing paksa.Inakusahan din niya na pananatili nang matagal sa kapangyarihan ang motibo sa likod ng PI.Sa kaniyang talumpati sa anti-PI rally na dinaluhan ng kaniyang ama, ipinaalala ni Baste kay Marcos ang sinapit ng dalawang dayuhang lider na sina Russian emperor Czar Nicholas II at Benito Mussolini.“Just a simple message sa ating Pangulo: From now on, before you go to bed, think of the Romanovs. Think of Benito Mussolini and his wife. And think of what happened to you in 1986 and maybe you'll reconsider the direction that you are taking,” anang alkalde.Tinutukoy ni Baste ang dating Russian emperor na si Nicholas II ng House of Romanov, at ang pamilya nito na nilikida ng mga bumihag sa kanila noong 1918.Samantalang si Mussolini ay dating lider ng Italya na kumampi kay Adolf Hitler noong World War II, na nilikida rin dahil sa war crimes.Anak ni Rodrigo si Vice President Sara Duterte, habang kapatid ng huli si Baste.Sa Article 7, Section 8 ng Saligang Batas, nakasaad na hahalili ang pangalawang pangulo kapag namatay, nagbitiw, o hindi na kayang gampanan ng nakaupong pangulo ang kaniyang tungkulin.""In case of death, permanent disability, removal from office, or resignation of the President, the Vice-President shall become the President to serve the unexpired term,"" saad sa batas.Nakahilera rin sa pila na maaaring humalili sa pangulo-- kasunod ng bise presidente-- ang Senate President, at Speaker of the House.""Samantala, wala pang pahayag ang Palasyo kaugnay sa mga sinabi ng mag-amang Rodrigo at Baste Duterte.-- FRJ, GMA Integrated News"
1,"Isang lalaki ang patay matapos mabaril sa loob ng jeepney sa Maynila.Ayon sa ulat mula sa 24 Oras Weekend nitong Linggo, nabaril daw ang biktima bandang alas-tres ng hapon sa may Hidalgo Street.Ayon sa driver, hindi niya raw nakita ang bumaril dahil kausap niya ang katabi niyang pasahero.Nakarinig na lamang daw siya ng mga putok ng baril at nakita ang biktimang nakabulagta sa sahig matapos nagkagulo at magsibabaan ang iba niyang pasahero.Kasalukuyang nagsasagawa ng imbestigasyon ang pulisya patungkol sa posibleng salarin at motibo sa likod ng krimen. — Jiselle Anne C. Casucian/BM, GMA Integrated News"
1,"Timbog ang isang Cameroonian national sa Makati City na nangangakong gagawing triple ang pera ng mga biktima sa investment, ngunit ibabalik ito sa pamamagitan ng mga pekeng dolyar.Sa ulat ni John Consulta sa 24 Oras Weekend nitong Sabado, kinilala ang suspek na si Valere Younga, na dinakip ng mga tauhan ng Makati City Police at Bangko Sentral ng Pilipinas sa isang coffee shop sa lungsod.Nakuha mula sa dayuhan ang mga pekeng dolyar na mahigit $20,000.Ayon sa complainant, inengganyo siya ng suspek na mag-invest ng P6 bilyon sa kaniyang negosyo, ngunit kailangan niyang magbigay ng P500,000 para mapabilis ang proseso.Tatapatan ng suspek ng dolyar ang perang ibibigay ng complainant, na kanila pang pararamihin.Ayon kay Dickenson Gamalo, Investigation Officer III ng Payments and Currency Investigation Group ng BSP, kasama sa organized na grupo ang suspek na may modus ng paggamit ng pekeng US  banknotes.""I didn't have dollar sir. I didn't give dollar to anyone sir,"" depensa ni Younga.Umabot na sa tatlong negosyante ang nabiktima umano sa black dollar at investment scam ng overstaying na dayuhan.Nahaharap siya sa patung-patong na kaso. — Jamil Santos/VBL, GMA Integrated News"
1,"Sinagot ni Speaker Martin Romualdez ang mga akusasyon ng mga senador laban sa kaniya at sa Kamara de Representantes kaugnay sa hakbang na people's initiative (PI) para amyendahan ang 1987 Constitution. Mungkahi niya sa mga senador, magtrabaho at sundin ang ""parliamentary courtesy.""Sa pulong balitaan nitong Biyernes, sinabi ni Romualdez na dapat pagtuunan ng pansin ng Senado ang kanilang trabaho na ipasa ang mga prayoridad na panukalang batas ng administrasyong Marcos sa halip na batikusin ang Kamara at iugnay sa PI.""Tapos na ang trabaho ng House of Representatives [Kamara] . Tapos na lahat ng assignment. Iyong senador, hindi pa tapos. Tapusin niyo [Senado] ang trabaho niyo. Naghihintay ang mga Pilipino. Kadugay (ang bagal),"" pahayag ni Romualdez nang tanungin ng mga mamamahayag sa Legislative Executive Development Advisory Council (LEDAC) meeting na hindi natuloy nitong Huwebes.Inakusahan din si Romualdez ng pinsan niyang si Sen. Imee Marcos na sinasalungat umano ang kagustuhan ni Pangulong Ferdinand ""Bongbong"" Marcos Jr., na huwag nang ituloy ang PI.Bukod sa itinuturo si Romualdez na siyang nasa likod ng PI, sinabi ni Sen. Imee na may inilaan umano na tig-P20 milyon sa bawat distrito kaugnay ng PI.Pero ayon kay Romualdez, na dati nang itinanggi na may kinalaman siya sa pangangalap ng pirma para sa PI, ang paggawa ng batas ang trabaho ng Kamara at Senado.""Wala kayong pakialam sa PI,"" ani Romualdez. ""Trabaho 'yan ng taumbayan. Ang Congress at senator, ang trabaho, legislation. PI is power of the people. Buckle down to work. There is only 24 of you, get your act together. Focus on your work. Stop hitting on Congress and maintain parliamentary courtesy.""Una rito, lumagda sa isang manifesto ang lahat ng senador para tutulan ang PI, at hakbangin tungkol sa Charter change na pagsasamahin ang boto ng mga senador at kongresista.Tungkol sa alegasyon ng P20 milyon alokasyon umano sa bawat distrito, sabi ng lider ng Kamara, ""Maraming marites (tsismosa) diyan sa Senate. All speculation.""Sumulat na si Romualdez kay Senate President Juan Miguel Zubiri para tiyakin ang suporta ng Kamara sa Senate's Resolution of Both Houses 6, na layong amyendahan ang economic provisions sa Saligang Batas.""The House of Representatives, despite the very toxic rhetoric coming out of the Senate... we would like to suggest to the leadership to exercise parliamentary courtesy and that they behave more properly. I wrote the letter to assuage any hurt feelings that they have,"" ayon kay Romualdez.""Kung ano-ano lumalabas diyan eh, hindi natin pinapatulan kasi walang basehan. We do not dignify statement that are divisive. We respond to calls for unity, sobriety, and for everyone to work together for betterment of the Filipino,"" dagdag niya.Sinusubukan pa ng GMA News Online na makuhanan ng reaksyon ang mga senador sa pangunguna ni Zubiri at Senate Majority Leader Joel Villanueva. — may ulat si Llanesca T. Panti/FRJ, GMA Integrated News"
1,"Asahan ang muling pagtaas sa presyo ng mga produktong petrolyo sa susunod na linggo na maaaring umabot sa hanggang P2.00 bawat litro ang madagdag sa presyo ng gasolina.Batay sa galaw ng kalakalan ng krudo sa world market nitong nakalipas na apat na araw, sinabi ni Department of Energy-Oil Industry Management Bureau Assistant Director Rodela Romero, na posibleng maglaro sa P1.95 hanggang P2.10 ang madagdag sa presyo ng gasolina sa bawat litro.Nasa P0.65 hanggang P0.85 per liter naman ang posibleng iangat sa presyo ng diesel, at P0.20 hanggang P0.30 per liter sa kerosene.Ito na ang magiging ikaapat na sunod na linggong tataas ang presyo ng mga produktong petrolyo.“Estimated increase is attributed to the following relevant international oil market developments such as US crude stockpile fell; Stimulus package issued by central bank of China to inject/reinforce its economic recovery; and India to become single most important driver of oil demand growth,” ayon kay Romero tungkol sa mga dahilan ng price increase sa produktong petrolyo.Nitong nakaraang Martes, tumaas ng hanggang P1.30 per liter ang presyo ng gasolina, habang P0.95 per liter naman sa diesel.Ngayong Enero, umaabot na sa P1.60 per liter ang nadagdag sa presyo ng gasolina at diesel, habang P0.40 per liter naman sa kerosene.—FRJ, GMA Integrated News"
1,"Sa kulungan ang bagsak ng apat na Koreano dahil sa pag-uumpisa umano ng gulo sa labas ng isang bar sa Taguig City.Sa ulat ng GTV Balitanghali nitong Biyernes, sinabing inawat ng guwardiya ang mga dayuhan ngunit hindi tumigil ang mga ito kaya tumawag na siya ng pulis.Dinala sa presinto ang mga Koreano, at natuklasang magkakakilala at magkakasama silang nag-inuman.Hindi pa natutukoy ang dahilan ng kanilang pinag-awayan.Mahaharap sa reklamong alarm and scandal ang mga dayuhan na wala pang pahayag.-- Jamil Santos/FRJ, GMA Integrated News"
1,"Mahigit P2.4 bilyong halaga ng jackpot prizes ang tinamaan sa 11 lotto games mula noong December 2023, batay sa datos ng Philippine Charity Sweepstakes Office (PCSO). Si Senate Minority Leader Aquilino Pimentel III, nais na magkaroon ng masusing pagsusuri tungkol dito.Sa ulat ni Mav Gonzales sa GMA News ""24 Oras"" nitong Huwebes, sinabing tinamaan ng isang mananaya ang P698 milyong premyo sa Grand Lotto 6/55 draw noong December 17.Isang mananaya rin ang tumama ng P640 milyon sa Super Lotto 6/49 draw noong December 16. Bukod pa sa isang mananaya na tumama naman ng P571 milyon sa Ultra Lotto 6/58 draw noong December 29.May nanalo rin ng P310 milyon jackpot prize sa Super Lotto 6/49 draw noong December 19.Nitong Enero 24, isang mananaya ang tumama ng P45.6 milyon para naman sa Megalotto 6/45 draw.Sa pagdinig ng Senate Committee on Games and Amusement, nagpahayag ng pagdududa si Pimentel na limang laro ng lotto ang tinamaan sa loob lang ng hindi pa aabot ng isang buwan.“In less than one month limang laro ang tinamaan. We have to look at this,"" sabi ni Pimentel sa komite na nagsisiyasat sa integridad ng lotto games.ALAMIN: Paano pumili ng lucky numbers para sa lotto batay sa taong 2024?“Without augmentation ito, natural accumulation of jackpot from the bets. Ang theory e naka-attract na iyan ng bettors. Months muna bago tamaan eh. So itong nangyari last December is really an anomaly. Hindi lang one game, five games,” dagdag ng senador.Sa pagdinig, inihayag ni Tulfo ang hinala umano ng ibang tao na minamanipula ang resulta ng lotto, na mariing itinanggi ni PCSO General Manager Mel Robles.“We assure you that we can never manipulate it. Kaya nga allow kami mag bet. Even I can bet because it’s beyond me,” ani Robles.“Betting on all combinations is a right of everybody, it does not guarantee… assuming somebody bet on all combinations, if you can, it does not guarantee that you will get the jackpot by yourself. Our records show, hindi naman binettan lahat ng combinations nung day na tinamaan,” dagdag ng opisyal.Kamakailan lang, naging kontrobersiyal ang inilabas na larawan ng PCSO tungkol sa umano'y lotto winner na kumuha ng jackpot prize.Napansin ng netizens sa larawan na edited ang sinasabing nanalo.Kinumpirma naman ni Robles sa naunang pagdinig ng Senado na sadyang inedit ang larawan para sa proteksyon ng lotto winner.BASAHIN: PCSO, inaming inedit ang larawan ng lotto winner para sa 'security, privacy'Ayon sa ulat, magsasagawa ng imbestigasyon kaugnay sa nasabing usapin sa dami ng lotto winners ang Philippine National Police - Cybercrime Investigation and Coordinating Center (PNP-CICC).“Right now, we don’t have any evidence of fraud,” ayon kay Drexx Laggui ng PNP-CICC.Naglabas naman ng subpoena ang komite para sa makuha ang records mula sa Bureau of Internal Revenue (BIR) upang masuri kung nagtutugma ang bilang ng mga tumaya sa napanalunang premyo.Nauna nang sinabi ni Robles na pinalaki nila ang premyo sa lotto nang naglunsad sila ng promo upang makahikayat ng mas marami silang mahikayat na tumaya.—FRJ, GMA Integrated News"
1,"Iginiit ng isang opisyal ng Philippine Charity Sweepstakes Office (PCSO) na hindi nila minamanipula ang resulta ng kanilang lotto games. Sa harap ito ng magkasunod na pagtama ng tig-isang mananaya sa dalawang lotto draw na parehong mahigit P600 milyon ang jackpot.Sa pagpapatuloy ng pagdinig ng Senate Committee on Games and Amusement nitong Huwebes, inihayag ni Senador Raffy Tulfo kay PCSO General Manager Mel Robles, ang hinala umano ng ilan na may sadyang pinapatama na mananaya ang ahensiya para manalo ng malaking jackpot.“Ang sinasabi ng ilan, meron kayong plinanta na tao para tayaan ang lahat ng possible combinations. Ginawa niyo ‘yun, P280 million ang ginastos… 14 million combinations napakatagal 'yon kung tutuusin…Now, ang sinasabi ngayon nila, possible naman daw ‘yon, especially na itong 6/49 ay pinanalunan online,” ayon kay Tulfo.“Puwedeng manipulahin ‘yung machine na para magkaroon ng automatic sequence betting na in a matter of minutes or hours, kaya nang matayaan ang lahat ng numero,” dagdag niya.Enero 16 nang tamaan ng isang mananaya ang mahigit P640-M jackpot sa Super Lotto 6/49, habang sa sumunod na araw ay isang mananaya rin ang nasolo ang mahigit P698-M jackpot sa Grand Lotto 6/55.BASAHIN: Isang mananaya, nasolo rin ang P698-M jackpot sa Grand Lotto 6/55 drawSa pagdinig sinabi ni Robles na kahit nakapaglabas sila ng P1.3 bilyon sa kanilang promo na malakihan ang premyo na sinimulan noong Disyembre, kumita naman umano ang PCSO ng P2.2 bilyon.Tiniyak din ni Robles sa senador na hindi nila minamanipula ang resulta ng lotto games.“We would like to assure you that you can never, never manipulate it. Kaya nga allowed kami mag-bet, Mr. Chair. Even I can bet because it’s beyond me. Even if we wanted to, with the system we have, we cannot,” ani Robles.“I take exception na kayang panalunin. Definitely, madami pong tataya kung malaki ang jackpot. ‘Yun po naman ang objective namin– to really bring in bettors,” dagdag pa niya.Bagaman puwede umanong tayaan ang lahat ng kombinasyon, hindi naman daw ito garantiya ng kanilang panalo.BASAHIN: PCSO: Lahat ng kombinasyon, puwedeng tayaan para tiyak ang panalo sa lotto pero...“It does not guarantee that you will get the jackpot by yourself. Our records show, hindi naman binet-tan po ang lahat ng combinations nung day na tinamaan [ang malaking jackpot],” anang opisyal.Pinuna rin ni Tulfo ang ginawang pagpapalaki sa premyo sa lotto na puwede raw sanang gamitin sa ibang proyekto gaya ng pagtulong.Paliwanag ni Robles, taktika iyon para mahikayat ang maraming tao na tumaya upang malaki ang kanilang kita.“We made P800 million net, not to mention the taxes generated,” ani Robles.Nilinaw din ni Robles na 30 percent lang ng kita ng PCSO revenue ang puwedeng gamitin sa charity sa ilalim ng batas.Sa press conference, tinawag ni Senate Minority Leader Aquilino “Koko” Pimentel III,  na “quite unnatural” ang madalas na may tumama sa panahon na pinalaki ng PCSO ang premyo.“In one month’s time, napanalunan lahat ng five lotto games ng PCSO after the augmentation of the jackpot… So P1.7 billion ang augmentation parang pamasko nung 2023. Natamaan lahat iyon in more or less one month,” puna ni Pimentel.“There have been past instances na more than P500 million ang jackpot, hindi augmented but the natural accumulation of the jackpot and yet tingnan natin ang time period bago siya tinamaan. It took mga three to four months,” dagdag niya.—may ulat si Hana Bordey/FRJ, GMA Integrated News"
1,"Nasawi ang lalaking most wanted ng Bicol matapos humantong sa engkuwentro ang dapat sana’y paghahain lang ng arrest warrant sa kaniya ng pulisya sa Parañaque City.Sa ulat ni Bam Alegre sa Unang Balita nitong Huwebes, sinabing dadakipin sana ng mga operatiba ng Police Regional Office 5 sa Bicol Region ang nagngangalang Gilbert Concepcion sa Barangay San Martin de Porres pasado 6 p.m. ng Miyerkoles.May mga outstanding warrant si Concepcion sa kasong kidnapping with murder, kidnapping and serious illegal detention, rape at direct assault.Itinuturo ring leader ng criminal gang si Concepcion at dawit umano sa gun-for-hire, extortion, robbery at murder.Hindi na naihain ng mga operatiba ang arrest warrant matapos magpaputok ang lalaki, dahilan para sila gumanti rin ng putok.Bukod kay Concepcion, isa pang lalaking hindi pa natutukoy ang pagkakakilanlan ang nasawi sa engkuwentro.Hindi kilala umano sa barangay ang mga lalaking nasawi.Patuloy ang imbestigasyon sa engkuwentro. — Jamil Santos/VBL, GMA Integrated News"
1,"Huli sa entrapment operation ang isang lalaki na modus umano na paibigin ang mga babae na nakikilala niya sa dating app, hihingan ng pera para investment, at iiwanan na pagkatapos.Sa ulat ni John Consulta sa GMA News ""Saksi"" nitong Miyerkules, kinilala ang suspek na si Jeremiah Jaime Vergara, na inaresto ng mga tauhan ng anti-cybercrime division ng National Bureau of Investigation (NBI) sa loob ng isang restaurant sa Mandaluyong City.Nang tingnan ang laman ng bag ng suspek, sinabing may nakitang mga bank passbook sa loob nito at tatlong sachet na may laman umanong cocaine.Ayon kay Atty. Jeremy Lotoc, hepe ng NBI-anti cybercrime division, naghahanap ng mga target na babae sa dating app ang suspek na nasa edad na 30 hanggang 40.Kapag napaibig na ang biktima, aalukin umano ng suspek ang babae ng negosyo para hingan ng perang pangpuhunan.Pero ang pera, inilalaro umano sa casino.""Kapag natalo, iiwan nang luhaan ang biktima,"" sabi ni Lotoc.Nasa 20 babae umano ang nabiktima ng suspek, at aabot sa P15 milyon ang natangay na pera.Nang hingan ng panig si Vergara, no comment siya sa alegasyon ng pagtangay sa pera ng mga babae na kaniyang pinaibig.Samantalang itinanggi naman niya na sa kaniya ang ilegal na droga na nakita umano sa kaniyang bag.""Pinakita nila na mayron silang hawak na sachet ng cocaine tapos sabi po nila galing daw po sa bag ko but hindi sa akin 'yon,"" giit niya.Haharap si Vergara sa mga reklamong estafa at pag-iingat ng ilegal na droga.-- FRJ, GMA Integrated News"
1,"Nagdeklara si Pastor Apollo Quiboloy ng religious group na Kingdom of Jesus Christ (KOJC) na hindi siya haharap sa pagdinig ng Senado kahit pa padalhan siya ng subpoena. Kaugnay ito ng mga alegasyon ng mga nagpakilala na dati niyang miyembro na kaniya umanong inabuso.Sa ulat ni Dano Tingcungco sa GMA News ""24 Oras"" nitong Miyerkules, ipinakita ang video na galing sa SMNI Network, na isa-isang pinasinungaling ni Quiboloy ang mga akusasyon ng mga testigong humarap sa pagdinig ng ng Senate committee on women and children na pinamumunuan ni Sen. Risa Hontiveros.Sa naturang pagdinig nitong Martes, inakusahan si Quiboloy ng pang-aabuso ng mga dati umano niyang miyembro, na dalawa sa kanila ay mula sa Ukraine.BASAHIN: 2 babaeng Ukrainian, kabilang sa mga dating miyembro ng KOJC na nag-akusa laban kay Quiboloy ng pagsasamantala""Kahit sino puwedeng gumawa ng ganong alegasyon. Sapagkat wala naman silang sasagutin pa kasi under sila sa inyong Senate hearing. After ng hearing na iyan talagang mananagot po sila sa batas, sa mga false allegations lalo na ang reputasyon ko po ang nakataya dito,"" sabi ni Quiboloy.""Lahat ng mga false accusations na ginagawa pa, kahit sino puwede kayong pumik-up ng isang witness at pagkatapos tabunan ang mukha, pagkatapos gawin ninyong alias, kahit ano na lang ang pinagsasabi niya doon, wala ba siyang sasagutin?,"" patuloy niya.Ayon kay Quiboloy, handa niyang sagutin at harapin ang mga nag-aakusa sa kaniya sa ""court of law.""""Kahit 100 pang witnesses ang inyo pong bayaran I will face you anytime, anywhere in a court of law. Just do it and I will face you anywhere, anytime in a court of law. If you cannot do that then you are all bogus, you are all false and you don't deserve my respect,"" sabi nito.Binanggit din ni Quiboloy ang patungkol sa mga alegasyon sa kaniya sa Amerika na dahilan para ilagay siya sa wanted list ng Federal Bureau of Investigation (FBI) para sa mga kasong rape, human trafficking at iba pa.""Kahit po sa Amerika, it is the same scenario as it is here. Inakusahan din ako doon ng maraming mga former workers daw iyon pero puro pagsisinungaling,"" ani Quiboloy. ""Ngayon, nahihirapan silang humarap sapagkat puro po kasinungalingan. Kailangan malaman natin ang katotohanan dito, not in your Senate hearing but in a court of law.""Ang abogado ni Quiboloy na si Atty. Ferdinand Topacio, kinuwestiyon ang ginagawang pagdinig ng komite na kontrolado ni Hontiveros.""Walang makapagkuwestiyon sa kaniya, she cannot be held in any other place liable for any of her acts. Walang right to counsel doon na magsalita yung counsel,"" ayon kay Topacio.Sinabi naman ni Hontiveros, na maghahanda pa rin ang Senado sa pagharap ni Quiboloy at sa iba pang mga hakbang laban sa lider ng KOJC.""Siya ang sentro ng mga paratang ng mga biktima kaya siya ang dapat sumagot. Because we're also looking at the Department of Justice issuing a immigration lookout bulletin order or hold departure order,"" anang mambabatas.Sa huling pahayag ng DOJ, wala pang ipinadadalang extradition request ang FBI na patungkol sa posibleng pagdakip kay Quiboloy at ipadala ito sa Amerika upang paharapin sa paglilitis ng korte. --FRJ, GMA Integrated News"
